flight_id,total_seats,occupied_seats,occupancy_rate
26487,34,34,100.0000
26491,47,47,100.0000
26492,17,17,100.0000
26494,38,38,100.0000
26496,78,78,100.0000
26497,81,81,100.0000
26500,63,63,100.0000
26503,92,92,100.0000
26504,84,84,100.0000
26507,84,84,100.0000
26508,87,87,100.0000
26509,85,85,100.0000
26511,90,90,100.0000
26513,84,84,100.0000
26518,67,67,100.0000
26522,83,83,100.0000
26523,52,52,100.0000
26525,77,77,100.0000
26526,52,52,100.0000
26528,45,45,100.0000
26531,94,94,100.0000
26532,85,85,100.0000
26535,84,84,100.0000
26537,87,87,100.0000
26538,70,70,100.0000
26540,57,57,100.0000
26542,61,61,100.0000
26544,90,90,100.0000
26545,52,52,100.0000
26547,75,75,100.0000
26549,63,63,100.0000
26550,80,80,100.0000
26553,85,85,100.0000
26556,77,77,100.0000
26557,32,32,100.0000
26559,35,35,100.0000
26561,32,32,100.0000
26562,34,34,100.0000
26563,24,24,100.0000
26564,24,24,100.0000
26565,26,26,100.0000
26567,41,41,100.0000
26569,23,23,100.0000
26570,22,22,100.0000
26572,29,29,100.0000
26573,27,27,100.0000
26575,32,32,100.0000
26579,31,31,100.0000
26581,27,27,100.0000
26582,37,37,100.0000
26585,28,28,100.0000
26588,26,26,100.0000
26591,27,27,100.0000
26592,39,39,100.0000
26593,30,30,100.0000
26595,29,29,100.0000
26597,24,24,100.0000
26598,26,26,100.0000
26605,38,38,100.0000
26607,25,25,100.0000
26610,28,28,100.0000
26612,35,35,100.0000
26613,25,25,100.0000
26614,41,41,100.0000
26616,27,27,100.0000
26621,8,8,100.0000
26623,4,4,100.0000
26624,5,5,100.0000
26625,7,7,100.0000
26629,8,8,100.0000
26630,11,11,100.0000
26632,11,11,100.0000
26633,7,7,100.0000
26634,4,4,100.0000
26637,12,12,100.0000
26640,5,5,100.0000
26641,5,5,100.0000
26642,12,12,100.0000
26643,15,15,100.0000
26645,6,6,100.0000
26647,4,4,100.0000
26649,5,5,100.0000
26650,6,6,100.0000
26654,5,5,100.0000
26657,7,7,100.0000
26658,4,4,100.0000
26659,5,5,100.0000
26660,3,3,100.0000
26662,11,11,100.0000
26663,7,7,100.0000
26667,5,5,100.0000
26670,4,4,100.0000
26673,15,15,100.0000
26676,2,2,100.0000
26678,11,11,100.0000
26679,90,90,100.0000
26680,39,39,100.0000
26681,40,40,100.0000
26687,91,91,100.0000
26688,95,95,100.0000
26689,80,80,100.0000
26692,88,88,100.0000
26694,59,59,100.0000
26695,91,91,100.0000
26696,38,38,100.0000
26697,36,36,100.0000
26699,81,81,100.0000
26701,88,88,100.0000
26705,49,49,100.0000
26706,83,83,100.0000
26710,38,38,100.0000
26712,72,72,100.0000
26713,88,88,100.0000
26717,80,80,100.0000
26719,76,76,100.0000
26721,83,83,100.0000
26722,78,78,100.0000
26725,85,85,100.0000
26727,84,84,100.0000
26729,82,82,100.0000
26730,83,83,100.0000
26731,81,81,100.0000
26732,49,49,100.0000
26736,39,39,100.0000
26737,37,37,100.0000
26738,76,76,100.0000
26820,13,13,100.0000
26821,46,46,100.0000
26822,38,38,100.0000
26824,20,20,100.0000
26825,38,38,100.0000
26827,14,14,100.0000
26830,34,34,100.0000
26833,34,34,100.0000
26834,32,32,100.0000
26838,40,40,100.0000
26840,29,29,100.0000
26841,38,38,100.0000
26842,41,41,100.0000
26845,36,36,100.0000
26846,31,31,100.0000
26847,28,28,100.0000
26850,34,34,100.0000
26854,12,12,100.0000
26855,31,31,100.0000
26856,12,12,100.0000
26859,36,36,100.0000
26860,35,35,100.0000
26861,27,27,100.0000
26862,17,17,100.0000
26865,15,15,100.0000
26868,31,31,100.0000
26869,26,26,100.0000
26872,34,34,100.0000
26873,32,32,100.0000
26875,29,29,100.0000
26879,12,12,100.0000
26880,36,36,100.0000
26881,58,58,100.0000
26883,106,106,100.0000
26885,12,12,100.0000
26887,127,127,100.0000
26889,37,37,100.0000
26890,126,126,100.0000
26892,118,118,100.0000
26893,106,106,100.0000
26895,47,47,100.0000
26901,125,125,100.0000
26903,106,106,100.0000
26905,108,108,100.0000
26906,116,116,100.0000
26907,125,125,100.0000
26908,118,118,100.0000
26909,114,114,100.0000
26910,80,80,100.0000
26912,114,114,100.0000
26915,112,112,100.0000
26920,124,124,100.0000
26921,91,91,100.0000
26922,124,124,100.0000
26924,117,117,100.0000
26925,27,27,100.0000
26926,38,38,100.0000
26927,16,16,100.0000
26931,122,122,100.0000
26934,130,130,100.0000
26936,52,52,100.0000
26939,111,111,100.0000
26958,70,70,100.0000
26959,74,74,100.0000
26960,78,78,100.0000
26961,71,71,100.0000
26966,86,86,100.0000
26968,79,79,100.0000
26970,84,84,100.0000
26975,72,72,100.0000
26976,71,71,100.0000
26977,71,71,100.0000
26980,86,86,100.0000
26981,79,79,100.0000
26982,82,82,100.0000
26983,89,89,100.0000
26985,72,72,100.0000
26986,84,84,100.0000
26987,79,79,100.0000
26988,71,71,100.0000
26991,85,85,100.0000
26992,89,89,100.0000
26993,86,86,100.0000
26995,78,78,100.0000
27000,83,83,100.0000
27002,83,83,100.0000
27004,82,82,100.0000
27007,90,90,100.0000
27008,83,83,100.0000
27014,81,81,100.0000
27015,73,73,100.0000
27016,88,88,100.0000
27018,83,83,100.0000
27019,29,29,100.0000
27021,51,51,100.0000
27024,56,56,100.0000
27025,17,17,100.0000
27026,46,46,100.0000
27027,60,60,100.0000
27028,60,60,100.0000
27032,58,58,100.0000
27033,24,24,100.0000
27037,81,81,100.0000
27038,45,45,100.0000
27039,48,48,100.0000
27043,70,70,100.0000
27046,43,43,100.0000
27048,34,34,100.0000
27049,34,34,100.0000
27051,39,39,100.0000
27053,27,27,100.0000
27055,9,9,100.0000
27056,35,35,100.0000
27059,60,60,100.0000
27060,34,34,100.0000
27062,41,41,100.0000
27064,59,59,100.0000
27065,39,39,100.0000
27066,47,47,100.0000
27069,28,28,100.0000
27070,42,42,100.0000
27073,14,14,100.0000
27074,16,16,100.0000
27077,15,15,100.0000
27078,13,13,100.0000
27079,61,61,100.0000
27081,45,45,100.0000
27085,37,37,100.0000
27088,14,14,100.0000
27090,44,44,100.0000
27093,32,32,100.0000
27095,52,52,100.0000
27096,39,39,100.0000
27097,34,34,100.0000
27100,13,13,100.0000
27104,50,50,100.0000
27105,45,45,100.0000
27116,43,43,100.0000
27120,42,42,100.0000
27123,36,36,100.0000
27124,10,10,100.0000
27140,8,8,100.0000
27142,6,6,100.0000
27143,12,12,100.0000
27145,11,11,100.0000
27146,10,10,100.0000
27148,10,10,100.0000
27149,11,11,100.0000
27151,9,9,100.0000
27152,12,12,100.0000
27154,11,11,100.0000
27155,10,10,100.0000
27157,10,10,100.0000
27158,11,11,100.0000
27160,11,11,100.0000
27161,11,11,100.0000
27163,12,12,100.0000
27165,10,10,100.0000
27166,7,7,100.0000
27168,6,6,100.0000
27169,6,6,100.0000
27171,9,9,100.0000
27172,11,11,100.0000
27174,9,9,100.0000
27175,8,8,100.0000
27177,7,7,100.0000
27178,8,8,100.0000
27180,10,10,100.0000
27181,8,8,100.0000
27182,8,8,100.0000
27257,17,17,100.0000
27262,12,12,100.0000
27263,19,19,100.0000
27265,1,1,100.0000
27267,26,26,100.0000
27270,11,11,100.0000
27271,16,16,100.0000
27273,66,66,100.0000
27275,58,58,100.0000
27278,50,50,100.0000
27280,15,15,100.0000
27281,9,9,100.0000
27282,9,9,100.0000
27285,53,53,100.0000
27288,18,18,100.0000
27289,49,49,100.0000
27290,12,12,100.0000
27291,71,71,100.0000
27292,14,14,100.0000
27295,56,56,100.0000
27296,22,22,100.0000
27299,58,58,100.0000
27300,66,66,100.0000
27303,11,11,100.0000
27305,65,65,100.0000
27306,49,49,100.0000
27308,57,57,100.0000
27310,62,62,100.0000
27312,32,32,100.0000
27313,40,40,100.0000
27314,63,63,100.0000
27316,41,41,100.0000
27318,4,4,100.0000
27326,55,55,100.0000
27327,62,62,100.0000
27329,48,48,100.0000
27331,71,71,100.0000
27332,54,54,100.0000
27334,9,9,100.0000
27335,6,6,100.0000
27336,6,6,100.0000
27340,14,14,100.0000
27342,7,7,100.0000
27344,14,14,100.0000
27345,10,10,100.0000
27347,8,8,100.0000
27350,13,13,100.0000
27351,3,3,100.0000
27353,9,9,100.0000
27354,5,5,100.0000
27355,7,7,100.0000
27358,5,5,100.0000
27361,14,14,100.0000
27362,10,10,100.0000
27363,8,8,100.0000
27364,10,10,100.0000
27365,6,6,100.0000
27368,5,5,100.0000
27369,8,8,100.0000
27372,8,8,100.0000
27374,6,6,100.0000
27376,9,9,100.0000
27378,4,4,100.0000
27379,10,10,100.0000
27383,9,9,100.0000
27387,6,6,100.0000
27389,13,13,100.0000
27390,4,4,100.0000
27392,15,15,100.0000
27397,47,47,100.0000
27398,39,39,100.0000
27402,45,45,100.0000
27404,48,48,100.0000
27405,49,49,100.0000
27406,47,47,100.0000
27408,41,41,100.0000
27409,41,41,100.0000
27410,42,42,100.0000
27412,45,45,100.0000
27416,44,44,100.0000
27423,40,40,100.0000
27425,49,49,100.0000
27426,40,40,100.0000
27427,49,49,100.0000
27429,40,40,100.0000
27431,44,44,100.0000
27434,44,44,100.0000
27437,46,46,100.0000
27439,46,46,100.0000
27440,46,46,100.0000
27441,47,47,100.0000
27443,49,49,100.0000
27446,40,40,100.0000
27447,41,41,100.0000
27448,46,46,100.0000
27450,44,44,100.0000
27451,42,42,100.0000
27452,48,48,100.0000
27455,44,44,100.0000
27517,42,42,100.0000
27518,28,28,100.0000
27523,44,44,100.0000
27526,41,41,100.0000
27528,44,44,100.0000
27530,45,45,100.0000
27535,48,48,100.0000
27537,46,46,100.0000
27540,45,45,100.0000
27543,38,38,100.0000
27544,44,44,100.0000
27545,24,24,100.0000
27549,37,37,100.0000
27555,39,39,100.0000
27558,9,9,100.0000
27559,49,49,100.0000
27561,40,40,100.0000
27562,16,16,100.0000
27565,32,32,100.0000
27567,8,8,100.0000
27569,47,47,100.0000
27571,32,32,100.0000
27573,38,38,100.0000
27574,6,6,100.0000
27576,42,42,100.0000
27582,48,48,100.0000
27583,43,43,100.0000
27584,44,44,100.0000
27586,79,79,100.0000
27587,37,37,100.0000
27588,83,83,100.0000
27589,69,69,100.0000
27590,39,39,100.0000
27591,45,45,100.0000
27596,27,27,100.0000
27597,22,22,100.0000
27599,49,49,100.0000
27603,20,20,100.0000
27604,29,29,100.0000
27605,31,31,100.0000
27608,18,18,100.0000
27611,15,15,100.0000
27612,30,30,100.0000
27618,46,46,100.0000
27619,39,39,100.0000
27620,51,51,100.0000
27622,24,24,100.0000
27623,65,65,100.0000
27624,72,72,100.0000
27625,52,52,100.0000
27629,36,36,100.0000
27630,72,72,100.0000
27633,97,97,100.0000
27635,75,75,100.0000
27637,96,96,100.0000
27669,83,83,100.0000
27676,62,62,100.0000
27677,26,26,100.0000
27685,60,60,100.0000
27686,24,24,100.0000
27687,26,26,100.0000
27688,73,73,100.0000
27689,26,26,100.0000
27692,26,26,100.0000
27697,3,3,100.0000
27707,60,60,100.0000
27708,26,26,100.0000
27711,64,64,100.0000
27712,24,24,100.0000
27713,68,68,100.0000
27716,25,25,100.0000
27720,25,25,100.0000
27721,61,61,100.0000
27722,74,74,100.0000
27723,26,26,100.0000
27724,26,26,100.0000
27725,66,66,100.0000
27726,2,2,100.0000
27727,25,25,100.0000
27728,26,26,100.0000
27729,60,60,100.0000
27732,26,26,100.0000
27733,2,2,100.0000
27735,26,26,100.0000
27736,29,29,100.0000
27738,26,26,100.0000
27741,27,27,100.0000
27743,26,26,100.0000
27746,70,70,100.0000
27751,72,72,100.0000
27752,25,25,100.0000
27753,68,68,100.0000
27754,28,28,100.0000
27760,27,27,100.0000
27761,54,54,100.0000
27763,69,69,100.0000
27764,26,26,100.0000
27765,45,45,100.0000
27766,25,25,100.0000
27767,27,27,100.0000
27768,63,63,100.0000
27769,75,75,100.0000
27770,26,26,100.0000
27771,5,5,100.0000
27772,26,26,100.0000
27773,59,59,100.0000
27775,25,25,100.0000
27777,69,69,100.0000
27778,26,26,100.0000
27779,24,24,100.0000
27780,26,26,100.0000
27782,25,25,100.0000
27783,60,60,100.0000
27785,27,27,100.0000
27836,11,11,100.0000
27852,12,12,100.0000
27871,12,12,100.0000
27893,12,12,100.0000
27935,6,6,100.0000
27938,10,10,100.0000
27942,14,14,100.0000
28006,9,9,100.0000
28009,16,16,100.0000
28011,15,15,100.0000
28013,7,7,100.0000
28015,26,26,100.0000
28016,7,7,100.0000
28017,29,29,100.0000
28019,11,11,100.0000
28020,12,12,100.0000
28022,12,12,100.0000
28026,12,12,100.0000
28027,11,11,100.0000
28028,11,11,100.0000
28031,24,24,100.0000
28034,18,18,100.0000
28036,14,14,100.0000
28042,24,24,100.0000
28044,11,11,100.0000
28046,19,19,100.0000
28048,25,25,100.0000
28051,7,7,100.0000
28054,24,24,100.0000
28055,23,23,100.0000
28056,11,11,100.0000
28058,18,18,100.0000
28061,16,16,100.0000
28063,27,27,100.0000
28066,8,8,100.0000
28068,16,16,100.0000
28069,31,31,100.0000
28070,24,24,100.0000
28072,21,21,100.0000
28075,7,7,100.0000
28076,22,22,100.0000
28079,15,15,100.0000
28080,25,25,100.0000
28081,21,21,100.0000
28082,26,26,100.0000
28083,18,18,100.0000
28084,9,9,100.0000
28087,27,27,100.0000
28088,11,11,100.0000
28089,9,9,100.0000
28090,16,16,100.0000
28091,19,19,100.0000
28092,25,25,100.0000
28093,21,21,100.0000
28094,28,28,100.0000
28096,24,24,100.0000
28097,18,18,100.0000
28099,8,8,100.0000
28100,7,7,100.0000
28101,20,20,100.0000
28102,32,32,100.0000
28103,27,27,100.0000
28104,21,21,100.0000
28110,8,8,100.0000
28111,16,16,100.0000
28114,26,26,100.0000
28117,15,15,100.0000
28119,20,20,100.0000
28121,27,27,100.0000
28123,17,17,100.0000
28129,28,28,100.0000
28131,9,9,100.0000
28133,23,23,100.0000
28136,12,12,100.0000
28138,26,26,100.0000
28140,26,26,100.0000
28142,25,25,100.0000
28144,22,22,100.0000
28146,11,11,100.0000
28148,9,9,100.0000
28149,29,29,100.0000
28150,24,24,100.0000
28162,35,35,100.0000
28163,21,21,100.0000
28166,49,49,100.0000
28170,21,21,100.0000
28173,28,28,100.0000
28174,49,49,100.0000
28176,13,13,100.0000
28177,11,11,100.0000
28186,4,4,100.0000
28188,11,11,100.0000
28197,5,5,100.0000
28200,9,9,100.0000
28201,4,4,100.0000
28205,2,2,100.0000
28207,2,2,100.0000
28210,6,6,100.0000
28213,6,6,100.0000
28216,6,6,100.0000
28218,2,2,100.0000
28219,4,4,100.0000
28221,7,7,100.0000
28223,4,4,100.0000
28225,2,2,100.0000
28227,6,6,100.0000
28228,2,2,100.0000
28236,3,3,100.0000
28239,3,3,100.0000
28241,2,2,100.0000
28253,3,3,100.0000
28254,10,10,100.0000
28257,11,11,100.0000
28259,5,5,100.0000
28261,2,2,100.0000
28262,9,9,100.0000
28264,3,3,100.0000
28267,3,3,100.0000
28270,7,7,100.0000
28282,11,11,100.0000
28297,5,5,100.0000
28300,1,1,100.0000
28301,6,6,100.0000
28303,3,3,100.0000
28309,10,10,100.0000
28310,8,8,100.0000
28312,5,5,100.0000
28313,4,4,100.0000
28314,2,2,100.0000
28315,3,3,100.0000
28317,11,11,100.0000
28322,5,5,100.0000
28324,9,9,100.0000
28327,2,2,100.0000
28330,3,3,100.0000
28331,5,5,100.0000
28334,6,6,100.0000
28335,5,5,100.0000
28338,6,6,100.0000
28339,2,2,100.0000
28340,11,11,100.0000
28341,5,5,100.0000
28342,7,7,100.0000
28343,2,2,100.0000
28344,2,2,100.0000
28347,7,7,100.0000
28348,4,4,100.0000
28351,9,9,100.0000
28353,5,5,100.0000
28355,9,9,100.0000
28356,7,7,100.0000
28360,3,3,100.0000
28466,5,5,100.0000
28467,3,3,100.0000
28468,7,7,100.0000
28469,8,8,100.0000
28472,1,1,100.0000
28474,10,10,100.0000
28476,5,5,100.0000
28478,2,2,100.0000
28479,8,8,100.0000
28481,3,3,100.0000
28483,4,4,100.0000
28486,5,5,100.0000
28487,12,12,100.0000
28491,12,12,100.0000
28492,8,8,100.0000
28494,6,6,100.0000
28495,10,10,100.0000
28496,4,4,100.0000
28497,2,2,100.0000
28498,8,8,100.0000
28500,4,4,100.0000
28502,3,3,100.0000
28505,7,7,100.0000
28506,11,11,100.0000
28509,4,4,100.0000
28511,1,1,100.0000
28512,3,3,100.0000
28517,9,9,100.0000
28520,10,10,100.0000
28521,10,10,100.0000
28523,7,7,100.0000
28529,54,54,100.0000
28530,91,91,100.0000
28532,89,89,100.0000
28535,85,85,100.0000
28537,95,95,100.0000
28540,84,84,100.0000
28542,85,85,100.0000
28545,89,89,100.0000
28549,92,92,100.0000
28550,89,89,100.0000
28554,88,88,100.0000
28557,89,89,100.0000
28560,1,1,100.0000
28561,93,93,100.0000
28563,85,85,100.0000
28565,6,6,100.0000
28569,90,90,100.0000
28570,89,89,100.0000
28572,2,2,100.0000
28573,87,87,100.0000
28575,83,83,100.0000
28578,7,7,100.0000
28580,80,80,100.0000
28582,92,92,100.0000
28584,24,24,100.0000
28585,62,62,100.0000
28586,86,86,100.0000
28588,69,69,100.0000
28589,77,77,100.0000
28590,95,95,100.0000
28591,48,48,100.0000
28594,48,48,100.0000
28595,92,92,100.0000
28596,88,88,100.0000
28598,91,91,100.0000
28601,88,88,100.0000
28608,48,48,100.0000
28609,48,48,100.0000
28610,55,55,100.0000
28612,47,47,100.0000
28613,91,91,100.0000
28615,48,48,100.0000
28617,81,81,100.0000
28620,47,47,100.0000
28621,86,86,100.0000
28622,83,83,100.0000
28626,92,92,100.0000
28631,48,48,100.0000
28632,90,90,100.0000
28634,79,79,100.0000
28635,89,89,100.0000
28636,88,88,100.0000
28642,91,91,100.0000
28644,71,71,100.0000
28645,84,84,100.0000
28646,95,95,100.0000
28647,96,96,100.0000
28649,33,33,100.0000
28650,94,94,100.0000
28655,46,46,100.0000
28658,85,85,100.0000
28660,82,82,100.0000
28661,89,89,100.0000
28662,94,94,100.0000
28664,78,78,100.0000
28668,94,94,100.0000
28669,86,86,100.0000
28670,47,47,100.0000
28671,57,57,100.0000
28673,88,88,100.0000
28674,72,72,100.0000
28675,94,94,100.0000
28678,51,51,100.0000
28680,56,56,100.0000
28682,84,84,100.0000
28685,53,53,100.0000
28686,84,84,100.0000
28688,90,90,100.0000
28690,42,42,100.0000
28691,97,97,100.0000
28693,90,90,100.0000
28696,95,95,100.0000
28697,45,45,100.0000
28703,42,42,100.0000
28704,90,90,100.0000
28707,93,93,100.0000
28708,93,93,100.0000
28710,91,91,100.0000
28711,84,84,100.0000
28715,81,81,100.0000
28719,87,87,100.0000
28721,92,92,100.0000
28724,77,77,100.0000
28725,82,82,100.0000
28728,91,91,100.0000
28729,84,84,100.0000
28733,75,75,100.0000
28736,79,79,100.0000
28737,85,85,100.0000
28743,87,87,100.0000
28744,82,82,100.0000
28745,90,90,100.0000
28746,89,89,100.0000
28749,83,83,100.0000
28750,82,82,100.0000
28751,89,89,100.0000
28752,85,85,100.0000
28753,90,90,100.0000
28754,79,79,100.0000
28755,85,85,100.0000
28757,86,86,100.0000
28759,86,86,100.0000
28760,69,69,100.0000
28763,85,85,100.0000
28765,92,92,100.0000
28767,83,83,100.0000
28769,90,90,100.0000
28834,30,30,100.0000
28835,27,27,100.0000
28836,9,9,100.0000
28837,28,28,100.0000
28839,29,29,100.0000
28843,12,12,100.0000
28847,26,26,100.0000
28852,29,29,100.0000
28855,18,18,100.0000
28857,33,33,100.0000
28858,15,15,100.0000
28859,11,11,100.0000
28861,9,9,100.0000
28864,13,13,100.0000
28865,21,21,100.0000
28866,30,30,100.0000
28867,23,23,100.0000
28868,9,9,100.0000
28869,15,15,100.0000
28870,31,31,100.0000
28871,29,29,100.0000
28873,29,29,100.0000
28874,38,38,100.0000
28875,40,40,100.0000
28877,23,23,100.0000
28878,26,26,100.0000
28883,8,8,100.0000
28884,8,8,100.0000
28885,23,23,100.0000
28887,42,42,100.0000
28889,21,21,100.0000
28893,83,83,100.0000
28895,40,40,100.0000
28898,81,81,100.0000
28900,82,82,100.0000
28902,68,68,100.0000
28904,38,38,100.0000
28907,73,73,100.0000
28909,96,96,100.0000
28912,29,29,100.0000
28913,24,24,100.0000
28915,56,56,100.0000
28917,58,58,100.0000
28919,84,84,100.0000
28921,97,97,100.0000
28923,93,93,100.0000
28926,97,97,100.0000
28928,82,82,100.0000
28929,22,22,100.0000
28932,84,84,100.0000
28933,97,97,100.0000
28934,74,74,100.0000
28935,26,26,100.0000
28938,85,85,100.0000
28939,29,29,100.0000
28940,81,81,100.0000
28941,90,90,100.0000
28942,53,53,100.0000
28943,73,73,100.0000
28946,74,74,100.0000
28948,56,56,100.0000
28949,76,76,100.0000
28953,53,53,100.0000
28956,31,31,100.0000
28958,89,89,100.0000
28960,57,57,100.0000
28961,80,80,100.0000
28962,67,67,100.0000
28964,55,55,100.0000
28965,76,76,100.0000
28966,80,80,100.0000
28968,34,34,100.0000
28973,33,33,100.0000
28975,76,76,100.0000
28976,74,74,100.0000
28979,71,71,100.0000
28980,84,84,100.0000
28982,44,44,100.0000
28984,35,35,100.0000
28985,78,78,100.0000
28986,63,63,100.0000
28990,79,79,100.0000
28992,76,76,100.0000
28993,30,30,100.0000
28995,32,32,100.0000
28999,73,73,100.0000
29000,77,77,100.0000
29001,27,27,100.0000
29005,64,64,100.0000
29006,82,82,100.0000
29007,53,53,100.0000
29010,54,54,100.0000
29012,65,65,100.0000
29075,28,28,100.0000
29080,30,30,100.0000
29081,38,38,100.0000
29082,25,25,100.0000
29083,26,26,100.0000
29084,30,30,100.0000
29085,31,31,100.0000
29087,28,28,100.0000
29093,33,33,100.0000
29095,31,31,100.0000
29096,33,33,100.0000
29097,33,33,100.0000
29098,38,38,100.0000
29100,36,36,100.0000
29103,37,37,100.0000
29105,30,30,100.0000
29107,21,21,100.0000
29109,35,35,100.0000
29112,29,29,100.0000
29114,34,34,100.0000
29115,30,30,100.0000
29117,37,37,100.0000
29122,29,29,100.0000
29124,33,33,100.0000
29125,30,30,100.0000
29126,29,29,100.0000
29127,28,28,100.0000
29129,26,26,100.0000
29131,36,36,100.0000
29134,30,30,100.0000
29135,34,34,100.0000
29136,83,83,100.0000
29138,75,75,100.0000
29140,39,39,100.0000
29141,96,96,100.0000
29142,28,28,100.0000
29145,97,97,100.0000
29146,78,78,100.0000
29147,64,64,100.0000
29148,91,91,100.0000
29149,84,84,100.0000
29150,29,29,100.0000
29151,53,53,100.0000
29157,30,30,100.0000
29158,37,37,100.0000
29160,86,86,100.0000
29162,80,80,100.0000
29163,87,87,100.0000
29164,76,76,100.0000
29169,75,75,100.0000
29170,86,86,100.0000
29175,75,75,100.0000
29176,84,84,100.0000
29177,85,85,100.0000
29178,30,30,100.0000
29182,75,75,100.0000
29183,74,74,100.0000
29186,81,81,100.0000
29187,89,89,100.0000
29189,96,96,100.0000
29193,43,43,100.0000
29195,86,86,100.0000
29197,7,7,100.0000
29203,47,47,100.0000
29204,83,83,100.0000
29206,77,77,100.0000
29207,7,7,100.0000
29208,74,74,100.0000
29210,72,72,100.0000
29215,50,50,100.0000
29219,90,90,100.0000
29220,83,83,100.0000
29221,91,91,100.0000
29222,71,71,100.0000
29226,77,77,100.0000
29228,72,72,100.0000
29230,75,75,100.0000
29231,10,10,100.0000
29232,37,37,100.0000
29233,75,75,100.0000
29234,97,97,100.0000
29235,62,62,100.0000
29236,73,73,100.0000
29238,82,82,100.0000
29239,105,105,100.0000
29244,74,74,100.0000
29246,27,27,100.0000
29247,73,73,100.0000
29248,60,60,100.0000
29249,79,79,100.0000
29250,8,8,100.0000
29256,20,20,100.0000
29257,9,9,100.0000
29258,1,1,100.0000
29260,25,25,100.0000
29261,17,17,100.0000
29262,8,8,100.0000
29263,9,9,100.0000
29270,10,10,100.0000
29271,5,5,100.0000
29273,23,23,100.0000
29275,17,17,100.0000
29276,22,22,100.0000
29277,3,3,100.0000
29279,16,16,100.0000
29283,15,15,100.0000
29286,11,11,100.0000
29287,8,8,100.0000
29288,22,22,100.0000
29289,17,17,100.0000
29293,16,16,100.0000
29294,24,24,100.0000
29295,9,9,100.0000
29296,11,11,100.0000
29299,15,15,100.0000
29301,13,13,100.0000
29302,19,19,100.0000
29306,23,23,100.0000
29307,7,7,100.0000
29309,7,7,100.0000
29310,8,8,100.0000
29313,20,20,100.0000
29314,29,29,100.0000
29317,21,21,100.0000
29319,7,7,100.0000
29320,19,19,100.0000
29323,17,17,100.0000
29330,15,15,100.0000
29331,34,34,100.0000
29334,20,20,100.0000
29335,24,24,100.0000
29337,20,20,100.0000
29338,23,23,100.0000
29340,32,32,100.0000
29341,24,24,100.0000
29342,19,19,100.0000
29343,19,19,100.0000
29347,17,17,100.0000
29348,21,21,100.0000
29351,19,19,100.0000
29353,30,30,100.0000
29433,7,7,100.0000
29435,21,21,100.0000
29436,13,13,100.0000
29439,25,25,100.0000
29442,21,21,100.0000
29443,16,16,100.0000
29444,23,23,100.0000
29446,8,8,100.0000
29448,8,8,100.0000
29450,22,22,100.0000
29452,6,6,100.0000
29454,18,18,100.0000
29457,3,3,100.0000
29477,11,11,100.0000
29479,38,38,100.0000
29483,45,45,100.0000
29484,10,10,100.0000
29485,33,33,100.0000
29487,40,40,100.0000
29489,33,33,100.0000
29490,18,18,100.0000
29491,41,41,100.0000
29494,16,16,100.0000
29495,37,37,100.0000
29499,5,5,100.0000
29501,26,26,100.0000
29502,30,30,100.0000
29503,17,17,100.0000
29504,13,13,100.0000
29506,2,2,100.0000
29507,10,10,100.0000
29510,20,20,100.0000
29511,18,18,100.0000
29516,16,16,100.0000
29518,8,8,100.0000
29519,14,14,100.0000
29521,32,32,100.0000
29523,21,21,100.0000
29524,10,10,100.0000
29525,26,26,100.0000
29527,23,23,100.0000
29529,15,15,100.0000
29530,15,15,100.0000
29531,14,14,100.0000
29532,21,21,100.0000
29533,14,14,100.0000
29537,15,15,100.0000
29538,16,16,100.0000
29539,24,24,100.0000
29540,7,7,100.0000
29541,8,8,100.0000
29543,6,6,100.0000
29545,14,14,100.0000
29546,26,26,100.0000
29550,8,8,100.0000
29551,23,23,100.0000
29556,23,23,100.0000
29558,10,10,100.0000
29560,19,19,100.0000
29561,18,18,100.0000
29562,23,23,100.0000
29563,20,20,100.0000
29565,19,19,100.0000
29566,21,21,100.0000
29567,12,12,100.0000
29568,8,8,100.0000
29573,7,7,100.0000
29577,10,10,100.0000
29581,19,19,100.0000
29582,17,17,100.0000
29584,15,15,100.0000
29585,21,21,100.0000
29590,6,6,100.0000
29591,13,13,100.0000
29593,21,21,100.0000
29594,18,18,100.0000
29598,14,14,100.0000
29601,15,15,100.0000
29602,22,22,100.0000
29606,17,17,100.0000
29607,12,12,100.0000
29609,10,10,100.0000
29611,16,16,100.0000
29612,20,20,100.0000
29614,13,13,100.0000
29616,14,14,100.0000
29626,18,18,100.0000
29627,15,15,100.0000
29633,16,16,100.0000
29634,23,23,100.0000
29638,20,20,100.0000
29639,7,7,100.0000
29640,9,9,100.0000
29643,22,22,100.0000
29644,8,8,100.0000
29645,22,22,100.0000
29646,27,27,100.0000
29647,17,17,100.0000
29648,21,21,100.0000
29649,19,19,100.0000
29651,19,19,100.0000
29652,16,16,100.0000
29654,24,24,100.0000
29656,10,10,100.0000
29658,19,19,100.0000
29663,7,7,100.0000
29664,13,13,100.0000
29665,16,16,100.0000
29669,12,12,100.0000
29671,17,17,100.0000
29672,6,6,100.0000
29674,27,27,100.0000
29675,22,22,100.0000
29678,17,17,100.0000
29682,14,14,100.0000
29685,6,6,100.0000
29686,20,20,100.0000
29690,22,22,100.0000
29693,15,15,100.0000
29696,20,20,100.0000
29698,19,19,100.0000
